RECORD,FILENAME,LABEL,COL,ROW,TOTALCOLS,TOTALROWS,TIMESTAMP,R1,G1,B1
139,Image_2318.png,background,671,689,917,917,2024-04-29T19:55:57.079Z,20,21,15
140,Image_2318.png,background,462,663,917,917,2024-04-29T19:55:58.433Z,136,116,91
141,Image_2318.png,background,372,619,917,917,2024-04-29T19:55:59.361Z,91,79,59
142,Image_2318.png,background,322,615,917,917,2024-04-29T19:56:00.220Z,194,168,131
143,Image_2318.png,background,317,570,917,917,2024-04-29T19:56:00.871Z,56,48,33
144,Image_2318.png,background,302,547,917,917,2024-04-29T19:56:01.496Z,222,200,170
145,Image_2318.png,background,744,869,917,917,2024-04-29T19:56:04.257Z,181,153,127
146,Image_2318.png,background,728,839,917,917,2024-04-29T19:56:04.967Z,129,116,105
147,Image_2318.png,background,723,784,917,917,2024-04-29T19:56:05.583Z,237,209,181
148,Image_2318.png,background,725,760,917,917,2024-04-29T19:56:06.241Z,174,151,116
149,Image_2318.png,background,717,716,917,917,2024-04-29T19:56:06.837Z,170,143,114
150,Image_2318.png,background,874,897,917,917,2024-04-29T19:56:07.789Z,204,192,170
151,Image_2318.png,background,864,864,917,917,2024-04-29T19:56:08.455Z,16,15,13
152,Image_2318.png,background,839,821,917,917,2024-04-29T19:56:09.765Z,68,59,45
153,Image_2318.png,background,835,826,917,917,2024-04-29T19:56:10.606Z,177,150,116
154,Image_2318.png,background,745,871,917,917,2024-04-29T19:56:12.306Z,192,164,136
155,Image_2318.png,background,712,851,917,917,2024-04-29T19:56:13.211Z,243,228,198
156,Image_2318.png,background,718,800,917,917,2024-04-29T19:56:13.908Z,229,210,190
157,Image_2318.png,background,725,768,917,917,2024-04-29T19:56:14.597Z,170,144,108
158,Image_2318.png,background,710,734,917,917,2024-04-29T19:56:15.296Z,151,124,102
159,Image_2318.png,background,702,718,917,917,2024-04-29T19:56:15.901Z,166,143,117
160,Image_2318.png,background,695,760,917,917,2024-04-29T19:56:16.800Z,166,141,114
161,Image_2318.png,background,912,513,917,917,2024-04-29T19:56:18.748Z,252,223,184
162,Image_2318.png,background,901,507,917,917,2024-04-29T19:56:19.463Z,180,154,125
163,Image_2318.png,background,896,506,917,917,2024-04-29T19:56:20.689Z,234,226,202
164,Image_2318.png,background,896,513,917,917,2024-04-29T19:56:21.491Z,178,153,132
165,Image_2318.png,background,894,517,917,917,2024-04-29T19:56:22.331Z,214,194,170
166,Image_2318.png,background,799,516,917,917,2024-04-29T19:56:23.920Z,127,112,96
167,Image_2318.png,background,805,515,917,917,2024-04-29T19:56:24.736Z,130,115,99
168,Image_2318.png,background,814,514,917,917,2024-04-29T19:56:25.435Z,126,109,88
169,Image_2318.png,background,821,511,917,917,2024-04-29T19:56:26.176Z,219,202,176
170,Image_2318.png,background,493,333,917,917,2024-04-29T19:56:27.736Z,235,207,170
171,Image_2318.png,background,416,363,917,917,2024-04-29T19:56:28.712Z,186,160,129
172,Image_2318.png,background,384,272,917,917,2024-04-29T19:56:29.997Z,87,76,59
173,Image_2318.png,background,668,420,917,917,2024-04-29T19:56:37.540Z,45,41,29
174,Image_2318.png,background,667,411,917,917,2024-04-29T19:56:38.194Z,31,27,19
175,Image_2318.png,background,665,398,917,917,2024-04-29T19:56:38.845Z,115,97,69
176,Image_2318.png,background,656,375,917,917,2024-04-29T19:56:39.912Z,44,40,32
177,Image_2318.png,background,619,377,917,917,2024-04-29T19:56:40.597Z,154,128,97
178,Image_2318.png,background,602,358,917,917,2024-04-29T19:56:41.446Z,28,28,17
179,Image_2318.png,background,495,324,917,917,2024-04-29T19:56:42.716Z,91,70,45
180,Image_2318.png,background,501,313,917,917,2024-04-29T19:56:43.441Z,163,141,110
181,Image_2318.png,background,509,303,917,917,2024-04-29T19:56:44.036Z,60,44,23
182,Image_2318.png,background,887,492,917,917,2024-04-29T19:56:45.707Z,141,120,101
183,Image_2318.png,background,903,509,917,917,2024-04-29T19:56:46.399Z,173,150,134
184,Image_2318.png,background,831,557,917,917,2024-04-29T19:56:47.916Z,159,131,104
185,Image_2318.png,background,724,477,917,917,2024-04-29T19:56:49.328Z,116,98,81
186,Image_2318.png,background,718,480,917,917,2024-04-29T19:56:50.101Z,220,190,156
187,Image_2318.png,background,707,492,917,917,2024-04-29T19:56:51.140Z,225,195,163
188,Image_2318.png,background,703,506,917,917,2024-04-29T19:56:51.841Z,205,176,145
189,Image_2318.png,background,722,482,917,917,2024-04-29T19:56:52.642Z,222,192,155
190,Image_2318.png,background,628,368,917,917,2024-04-29T19:56:54.188Z,109,93,72
191,Image_2318.png,background,903,515,917,917,2024-04-29T19:57:02.750Z,230,202,165
192,Image_2318.png,background,894,503,917,917,2024-04-29T19:57:03.451Z,108,87,65
193,Image_2318.png,background,883,494,917,917,2024-04-29T19:57:04.122Z,185,166,143
