"Dataset that combines stations from the National Soil Moistuer Network, National Ecological Observatory Network, AmeriFlux Network, and the INternational Soil Moisture Network for the USA.",,,,
station,network,latitude,longitude,source
Baker_Butte,SNOTEL,34.46,-111.41,NSMN
Baker_Butte_Smt,SNOTEL,34.46,-111.38,NSMN
Baldy,SNOTEL,33.98,-109.5,NSMN
Banner_Summit,SNOTEL,44.3,-115.23,NSMN
Bar_M,SNOTEL,34.86,-111.61,NSMN
Bear_Creek,SNOTEL,41.83,-115.45,NSMN
Bear_River_RS,SNOTEL,40.89,-110.83,NSMN
Beaver_Dams,SNOTEL,39.14,-111.56,NSMN
Beaver_Divide,SNOTEL,40.61,-111.1,NSMN
Beaver_Pass,SNOTEL,48.88,-121.26,NSMN
Ben_Lomond_Peak,SNOTEL,41.38,-111.94,NSMN
Ben_Lomond_Trail,SNOTEL,41.38,-111.92,NSMN
Berry_Creek,SNOTEL,39.32,-114.62,NSMN
Berthoud_Summit,SNOTEL,39.8,-105.78,NSMN
Bevans_Cabin,SNOTEL,40.46,-112.25,NSMN
Big_Bend,SNOTEL,41.76,-115.69,NSMN
Big_Creek_Sum,SNOTEL,39.29,-117.12,NSMN
Big_Flat,SNOTEL,38.3,-112.36,NSMN
Big_Goose,SNOTEL,44.58,-107.2,NSMN
Big_Meadow,SNOTEL,39.46,-119.94,NSMN
Big_Sandy_Opening,SNOTEL,42.65,-109.26,NSMN
Billie_Creek_Divide,SNOTEL,42.41,-122.27,NSMN
Bird_Creek,SNOTEL,39.46,-114.65,NSMN
Black_Bear,SNOTEL,44.51,-111.13,NSMN
Black_Flat-U.M._Ck,SNOTEL,38.68,-111.6,NSMN
Black_Mesa,SNOTEL,37.79,-108.18,NSMN
Black_Pine,SNOTEL,46.41,-113.43,NSMN
Blackhall_Mtn,SNOTEL,41.06,-106.71,NSMN
Blacks_Fork_Jct,SNOTEL,40.96,-110.58,NSMN
Blacktail_Mtn,SNOTEL,47.98,-114.35,NSMN
Blue_Lakes,SNOTEL,38.61,-119.92,NSMN
Bobs_Hollow,SNOTEL,38.95,-112.15,NSMN
Bogus_Basin,SNOTEL,43.76,-116.1,NSMN
Bone_Springs_Div,SNOTEL,44.68,-107.58,NSMN
Bostetter_R.S.,SNOTEL,42.16,-114.19,NSMN
Bourne,SNOTEL,44.83,-118.19,NSMN
Box_Creek,SNOTEL,38.51,-112.02,NSMN
Brian_Head,SNOTEL,37.68,-112.86,NSMN
Brighton,SNOTEL,40.6,-111.58,NSMN
Bristlecone_Trail,SNOTEL,36.32,-115.7,NSMN
Brown_Duck,SNOTEL,40.58,-110.59,NSMN
Brown_Top,SNOTEL,48.93,-121.2,NSMN
Brumley,SNOTEL,39.09,-106.54,NSMN
Buck_Flat,SNOTEL,39.13,-111.44,NSMN
Buck_Pasture,SNOTEL,40.84,-110.66,NSMN
Buckboard_Flat,SNOTEL,37.87,-109.45,NSMN
Buckinghorse,SNOTEL,47.71,-123.46,NSMN
Buckskin_Joe,SNOTEL,39.3,-106.11,NSMN
Buckskin_Lower,SNOTEL,41.75,-117.53,NSMN
Bug_Lake,SNOTEL,41.69,-111.42,NSMN
Burnside_Lake,SNOTEL,38.72,-119.89,NSMN
Burnt_Mountain,SNOTEL,47.04,-121.94,NSMN
Burro_Mountain,SNOTEL,39.88,-107.6,NSMN
Burts_Miller_Ranch,SNOTEL,40.98,-110.85,NSMN
Butte,SNOTEL,38.89,-106.95,NSMN
Camp_Jackson,SNOTEL,37.81,-109.49,NSMN
Carson_Pass,SNOTEL,38.69,-120,NSMN
Cascade_#2,SNOTEL,37.66,-107.8,NSMN
Cascade_Mountain,SNOTEL,40.28,-111.61,NSMN
Castle_Creek,SNOTEL,43.67,-109.38,NSMN
Castle_Valley,SNOTEL,37.66,-112.74,NSMN
Cave_Mountain,SNOTEL,39.16,-114.61,NSMN
Cayuse_Pass,SNOTEL,46.87,-121.53,NSMN
Chalender,SNOTEL,35.26,-112.06,NSMN
Chalk_Creek_#1,SNOTEL,40.85,-111.05,NSMN
Chalk_Creek_#2,SNOTEL,40.89,-111.07,NSMN
Chemult_Alternate,SNOTEL,43.23,-121.81,NSMN
Chepeta,SNOTEL,40.77,-110.01,NSMN
Chocolate_Gulch,SNOTEL,43.77,-114.42,NSMN
Cinnabar_Park,SNOTEL,41.24,-106.23,NSMN
Clackamas_Lake,SNOTEL,45.1,-121.75,NSMN
Clayton_Springs,SNOTEL,37.97,-111.83,NSMN
Clear_Creek_#1,SNOTEL,39.87,-111.28,NSMN
Clear_Creek_#2,SNOTEL,39.89,-111.25,NSMN
Clear_Lake,SNOTEL,45.19,-121.69,NSMN
Clover_Meadow,SNOTEL,45.02,-111.85,NSMN
Cochetopa_Pass,SNOTEL,38.16,-106.6,NSMN
Coldfoot,SNOTEL,67.25,-150.18,NSMN
Columbia_Basin,SNOTEL,41.67,-116.07,NSMN
Copper_Mountain,SNOTEL,39.49,-106.17,NSMN
Corduroy_Flat,SNOTEL,39,-115.42,NSMN
Corral,SNOTEL,39.66,-110.38,NSMN
Corral_Canyon,SNOTEL,40.28,-115.54,NSMN
Crab_Creek,SNOTEL,44.44,-111.99,NSMN
Crater_Meadows,SNOTEL,46.56,-115.29,NSMN
Crow_Creek,SNOTEL,41.23,-105.38,NSMN
Css_Lab,SNOTEL,39.33,-120.37,NSMN
Culebra_#2,SNOTEL,37.21,-105.2,NSMN
Currant_Creek,SNOTEL,40.36,-111.09,NSMN
Daniels-Strawberry,SNOTEL,40.3,-111.26,NSMN
Defiance_Mines,SNOTEL,39.09,-114.9,NSMN
Diamond_Peak,SNOTEL,39.56,-115.84,NSMN
Dills_Camp,SNOTEL,39.05,-111.47,NSMN
Disaster_Peak,SNOTEL,41.97,-118.19,NSMN
Divide,SNOTEL,44.79,-112.06,NSMN
Dollarhide_Summit,SNOTEL,43.6,-114.67,NSMN
Donkey_Reservoir,SNOTEL,38.21,-111.47,NSMN
Dorsey_Basin,SNOTEL,40.89,-115.21,NSMN
Draw_Creek,SNOTEL,41.66,-115.32,NSMN
Dry_Bread_Pond,SNOTEL,41.41,-111.54,NSMN
Dry_Creek,SNOTEL,40.86,-115.22,NSMN
Dry_Fork,SNOTEL,40.57,-112.17,NSMN
Dry_Lake,SNOTEL,40.53,-106.78,NSMN
Eagle_Summit,SNOTEL,65.49,-145.41,NSMN
East_Rim_Divide,SNOTEL,43.13,-110.2,NSMN
East_Willow_Creek,SNOTEL,39.31,-109.53,NSMN
Ebbetts_Pass,SNOTEL,38.55,-119.8,NSMN
Echo_Peak,SNOTEL,38.85,-120.08,NSMN
EF_Blacks_Fork_GS,SNOTEL,40.88,-110.54,NSMN
Elk_Butte,SNOTEL,46.84,-116.12,NSMN
Elk_Cabin,SNOTEL,35.7,-105.81,NSMN
Elk_Peak,SNOTEL,46.48,-110.71,NSMN
Exit_Glacier,SNOTEL,60.19,-149.62,NSMN
Fallen_Leaf,SNOTEL,38.93,-120.05,NSMN
Farmington,SNOTEL,40.97,-111.81,NSMN
Farmington_Lower,SNOTEL,40.99,-111.82,NSMN
Farnsworth_Lake,SNOTEL,38.77,-111.68,NSMN
Fawn_Creek,SNOTEL,41.82,-116.1,NSMN
Fish_Lake_Utah,SNOTEL,38.5,-111.77,NSMN
Five_Points_Lake,SNOTEL,40.72,-110.47,NSMN
Flattop_Mtn.,SNOTEL,48.8,-113.86,NSMN
Forestdale_Creek,SNOTEL,38.68,-119.96,NSMN
Fort_Valley,SNOTEL,35.27,-111.74,NSMN
Franklin_Basin,SNOTEL,42.05,-111.6,NSMN
Fredonyer_Peak,SNOTEL,40.69,-120.61,NSMN
Fremont_Pass,SNOTEL,39.38,-106.2,NSMN
Fry_Canyon,SNOTEL,41.57,-115.94,NSMN
Galena_Summit,SNOTEL,43.87,-114.71,NSMN
Gallegos_Peak,SNOTEL,36.19,-105.56,NSMN
Garden_City_Summit,SNOTEL,41.92,-111.47,NSMN
Gardner_Peak,SNOTEL,37.4,-113.46,NSMN
Garita_Peak,SNOTEL,36.01,-106.55,NSMN
GBRC_HQ,SNOTEL,39.32,-111.49,NSMN
GBRC_Meadows,SNOTEL,39.3,-111.45,NSMN
George_Creek,SNOTEL,41.92,-113.41,NSMN
Giveout,SNOTEL,42.41,-111.17,NSMN
Gobblers_Knob,SNOTEL,66.75,-150.67,NSMN
Golconda,SNOTEL,40.88,-117.59,NSMN
Gold_Axe_Camp,SNOTEL,48.95,-118.99,NSMN
Gooseberry_RS,SNOTEL,38.8,-111.68,NSMN
Gooseberry_RS_Up,SNOTEL,38.79,-111.69,NSMN
Grand_Targhee,SNOTEL,43.78,-110.93,NSMN
Granite_Creek,SNOTEL,43.34,-110.43,NSMN
Granite_Crk,SNOTEL,63.94,-145.4,NSMN
Granite_Peak,SNOTEL,41.67,-117.57,NSMN
Green_Mountain,SNOTEL,40.38,-115.53,NSMN
Grizzly_Peak,SNOTEL,39.65,-105.87,NSMN
Grouse_Camp,SNOTEL,47.28,-120.49,NSMN
Gunsight_Pass,SNOTEL,43.38,-109.88,NSMN
Gutz_Peak,SNOTEL,37.5,-113.94,NSMN
Hagans_Meadow,SNOTEL,38.85,-119.94,NSMN
Happy_Jack,SNOTEL,34.75,-111.41,NSMN
Hardscrabble,SNOTEL,40.87,-111.72,NSMN
Harris_Flat,SNOTEL,37.49,-112.58,NSMN
Harts_Pass,SNOTEL,48.72,-120.66,NSMN
Hawley_Lake,SNOTEL,33.97,-109.77,NSMN
Hayden_Fork,SNOTEL,40.8,-110.88,NSMN
Heavenly_Valley,SNOTEL,38.92,-119.92,NSMN
Hewinta,SNOTEL,40.95,-110.48,NSMN
Hickerson_Park,SNOTEL,40.91,-109.96,NSMN
High_Ridge,SNOTEL,45.7,-118.11,NSMN
Hilts_Creek,SNOTEL,44.02,-113.47,NSMN
Hobble_Creek,SNOTEL,40.19,-111.36,NSMN
Hole-in-Mountain,SNOTEL,40.94,-115.1,NSMN
Hole-in-Rock,SNOTEL,40.92,-110.19,NSMN
Holland_Meadows,SNOTEL,43.67,-122.57,NSMN
Hoosier_Pass,SNOTEL,39.36,-106.06,NSMN
Hopewell,SNOTEL,36.72,-106.26,NSMN
Horse_Meadow,SNOTEL,38.84,-119.89,NSMN
Horse_Ridge,SNOTEL,41.31,-111.45,NSMN
Huntington_Horse,SNOTEL,39.62,-111.31,NSMN
Hyndman,SNOTEL,43.71,-114.16,NSMN
Imnaviat_Creek,SNOTEL,68.62,-149.3,NSMN
Independence_Camp,SNOTEL,39.45,-120.29,NSMN
Independence_Creek,SNOTEL,39.49,-120.28,NSMN
Independence_Lake,SNOTEL,39.43,-120.31,NSMN
Indian_Canyon,SNOTEL,39.89,-110.75,NSMN
Indian_Rock,SNOTEL,45.99,-120.81,NSMN
Island_Park,SNOTEL,44.42,-111.39,NSMN
Jack_Creek_Upper,SNOTEL,41.55,-116.01,NSMN
Jacks_Peak,SNOTEL,41.51,-116.01,NSMN
Jackson_Peak,SNOTEL,44.05,-115.44,NSMN
Jackwhacker_Gulch,SNOTEL,39.57,-105.8,NSMN
Jakes_Creek,SNOTEL,41.57,-115.03,NSMN
Jones_Corral,SNOTEL,38.07,-112.17,NSMN
Kalamazoo,SNOTEL,39.56,-114.63,NSMN
Kelley_R.S.,SNOTEL,42.27,-110.81,NSMN
Kelly_Station,SNOTEL,67.93,-162.28,NSMN
Kenai_Moose_Pens,SNOTEL,60.73,-150.48,NSMN
Kilfoil_Creek,SNOTEL,41.25,-111.41,NSMN
Kimberly_Mine,SNOTEL,38.48,-112.39,NSMN
Kings_Cabin,SNOTEL,40.72,-109.54,NSMN
Klondike_Narrows,SNOTEL,41.97,-111.6,NSMN
Kolob,SNOTEL,37.53,-113.05,NSMN
Lakefork_#1,SNOTEL,40.6,-110.43,NSMN
Lakefork_#3,SNOTEL,40.55,-110.35,NSMN
Lakefork_Basin,SNOTEL,40.74,-110.62,NSMN
Lakeview_Ridge,SNOTEL,44.59,-111.82,NSMN
Lamance_Creek,SNOTEL,41.52,-117.63,NSMN
Lamoille_#3,SNOTEL,40.64,-115.38,NSMN
Laprele_Creek,SNOTEL,42.44,-105.86,NSMN
Larsen_Creek,SNOTEL,42.58,-109.09,NSMN
Lasal_Mountain,SNOTEL,38.48,-109.27,NSMN
Lasal_Mountain-Lower,SNOTEL,38.48,-109.29,NSMN
Laurel_Draw,SNOTEL,41.78,-116.03,NSMN
Leavitt_Lake,SNOTEL,38.28,-119.61,NSMN
Leavitt_Meadows,SNOTEL,38.3,-119.55,NSMN
Lee_Canyon,SNOTEL,36.31,-115.68,NSMN
Lewis_Lake_Divide,SNOTEL,44.21,-110.67,NSMN
Lewis_Peak,SNOTEL,40.36,-116.86,NSMN
Lick_Creek,SNOTEL,45.5,-110.97,NSMN
Lightning_Ridge,SNOTEL,41.36,-111.49,NSMN
Lily_Lake,SNOTEL,40.86,-110.8,NSMN
Lily_Pond,SNOTEL,37.38,-106.55,NSMN
Little_Bear,SNOTEL,41.41,-111.83,NSMN
Little_Chena_Ridge,SNOTEL,65.12,-146.73,NSMN
Little_Goose,SNOTEL,44.54,-107.18,NSMN
Little_Grassy,SNOTEL,37.49,-113.85,NSMN
Little_Snake_River,SNOTEL,41.07,-106.94,NSMN
Little_Valley,SNOTEL,39.25,-119.88,NSMN
Lizard_Head_Pass,SNOTEL,37.8,-107.92,NSMN
Lobdell_Lake,SNOTEL,38.44,-119.37,NSMN
Lone_Cone,SNOTEL,37.89,-108.2,NSMN
Lonesome_Beaver,SNOTEL,38.07,-110.77,NSMN
Long_Draw_Resv,SNOTEL,40.51,-105.77,NSMN
Long_Flat,SNOTEL,37.51,-113.4,NSMN
Long_Valley,SNOTEL,44.79,-116.09,NSMN
Long_Valley_Jct,SNOTEL,37.49,-112.51,NSMN
Lookout,SNOTEL,47.46,-115.71,NSMN
Lookout_Peak,SNOTEL,40.84,-111.71,NSMN
Lost_Creek_Resv,SNOTEL,41.22,-111.36,NSMN
Lost_Dog,SNOTEL,40.82,-106.75,NSMN
Lost_Horse,SNOTEL,46.36,-121.08,NSMN
Louis_Meadow,SNOTEL,40.83,-111.76,NSMN
Lynx_Pass,SNOTEL,40.08,-106.67,NSMN
Madison_Butte,SNOTEL,45.11,-119.5,NSMN
Magic_Mountain,SNOTEL,42.18,-114.29,NSMN
Mammoth-Cottonwood,SNOTEL,39.68,-111.32,NSMN
Many_Glacier,SNOTEL,48.8,-113.67,NSMN
Marlette_Lake,SNOTEL,39.16,-119.9,NSMN
Marten_Ridge,SNOTEL,48.76,-121.7,NSMN
Mcneil_River_SGS,SNOTEL,59.08,-154.28,NSMN
Med_Bow,SNOTEL,41.38,-106.35,NSMN
Medano_Pass,SNOTEL,37.85,-105.44,NSMN
Merchant_Valley,SNOTEL,38.3,-112.44,NSMN
Merritt_Mountain,SNOTEL,41.89,-115.86,NSMN
MF_Nooksack,SNOTEL,48.82,-121.93,NSMN
Mica_Creek,SNOTEL,47.15,-116.27,NSMN
Michigan_Creek,SNOTEL,39.44,-105.91,NSMN
Midas,SNOTEL,41.27,-116.8,NSMN
Middle_Fork_Camp,SNOTEL,39.8,-106.03,NSMN
Midway_Valley,SNOTEL,37.57,-112.84,NSMN
Mill-D_North,SNOTEL,40.66,-111.64,NSMN
Miller_Woods,SNOTEL,45.25,-123.28,NSMN
Mining_Fork,SNOTEL,40.49,-112.61,NSMN
Monahan_Flat,SNOTEL,63.31,-147.65,NSMN
Monitor_Pass,SNOTEL,38.67,-119.61,NSMN
Monte_Cristo,SNOTEL,41.47,-111.5,NSMN
Monument_Creek,SNOTEL,65.08,-145.87,NSMN
Moore_Creek_Bridge,SNOTEL,59.59,-135.21,NSMN
Mormon_Mountain,SNOTEL,34.94,-111.52,NSMN
Mormon_Mtn_Summit,SNOTEL,34.97,-111.51,NSMN
Mosby_Mtn.,SNOTEL,40.61,-109.89,NSMN
Moscow_Mountain,SNOTEL,46.81,-116.85,NSMN
Moses_Mtn,SNOTEL,48.36,-119.08,NSMN
Mosquito_Ridge,SNOTEL,48.06,-116.23,NSMN
Moss_Springs,SNOTEL,45.27,-117.69,NSMN
Mount_Lockhart,SNOTEL,47.92,-112.82,NSMN
Mt._Howard,SNOTEL,45.27,-117.17,NSMN
Mt._Ryan,SNOTEL,65.25,-146.15,NSMN
Mt_Baldy,SNOTEL,39.14,-111.51,NSMN
Mt_Pennell,SNOTEL,37.98,-110.79,NSMN
Mt_Rose_Ski_Area,SNOTEL,39.32,-119.89,NSMN
Mud_Flat,SNOTEL,42.6,-116.56,NSMN
Munson_Ridge,SNOTEL,64.85,-146.21,NSMN
Myrtle_Creek,SNOTEL,48.72,-116.46,NSMN
Navajo_Whiskey_Ck,SNOTEL,36.18,-108.95,NSMN
Nevada_Ridge,SNOTEL,46.84,-112.51,NSMN
Nuka_Glacier,SNOTEL,59.7,-150.71,NSMN
Oak_Creek,SNOTEL,39.35,-112.33,NSMN
ONeil_Creek,SNOTEL,41.86,-115.08,NSMN
Palo,SNOTEL,36.41,-105.33,NSMN
Panguitch_Lake_RS,SNOTEL,37.7,-112.65,NSMN
Paradise,SNOTEL,46.78,-121.75,NSMN
Park_Cone,SNOTEL,38.82,-106.59,NSMN
Park_Creek_Ridge,SNOTEL,48.44,-120.92,NSMN
Park_Reservoir,SNOTEL,39.05,-107.87,NSMN
Parleys_Summit,SNOTEL,40.76,-111.63,NSMN
Parrish_Creek,SNOTEL,40.93,-111.81,NSMN
Payson_R.S.,SNOTEL,39.93,-111.63,NSMN
Phantom_Valley,SNOTEL,40.4,-105.85,NSMN
Pickle_Keg,SNOTEL,39.01,-111.58,NSMN
Pierce_R.S.,SNOTEL,46.5,-115.8,NSMN
Pine_Creek,SNOTEL,38.88,-112.25,NSMN
Pocket_Creek,SNOTEL,42.71,-109.41,NSMN
Poison_Flat,SNOTEL,38.51,-119.63,NSMN
Pole_Canyon,SNOTEL,40.86,-115.12,NSMN
Pole_Creek_R.S.,SNOTEL,41.87,-115.25,NSMN
Porphyry_Creek,SNOTEL,38.49,-106.34,NSMN
Port_Graham,SNOTEL,59.35,-151.85,NSMN
Prudhoe_Bay,SNOTEL,70.27,-148.57,NSMN
Quartz_Mountain,SNOTEL,42.32,-120.83,NSMN
Quartz_Peak,SNOTEL,47.88,-117.09,NSMN
Quemazon,SNOTEL,35.92,-106.39,NSMN
Ragged_Mountain,SNOTEL,47.86,-117.04,NSMN
Rainbow_Canyon,SNOTEL,36.25,-115.63,NSMN
Rainy_Pass,SNOTEL,48.52,-120.74,NSMN
Red_Pine_Ridge,SNOTEL,39.45,-111.27,NSMN
Red_River_Pass_#2,SNOTEL,36.7,-105.34,NSMN
Redden_Mine_Lwr,SNOTEL,40.68,-111.22,NSMN
Rees_Flat,SNOTEL,39.5,-111.73,NSMN
Reynolds_Creek,SNOTEL,43.29,-116.85,NSMN
Rio_Santa_Barbara,SNOTEL,36.07,-105.63,NSMN
Rock_Creek,SNOTEL,40.55,-110.69,NSMN
Rock_Springs,SNOTEL,44.01,-118.84,NSMN
Rocky_Basin-Settleme,SNOTEL,40.44,-112.22,NSMN
Rocky_Point,SNOTEL,64.53,-163.42,NSMN
Rough_And_Tumble,SNOTEL,39.03,-106.08,NSMN
Rubicon_#2,SNOTEL,39,-120.13,NSMN
Sage_Creek_Basin,SNOTEL,41.4,-107.26,NSMN
Salmon_Meadows,SNOTEL,48.66,-119.84,NSMN
Salt_Creek_Falls,SNOTEL,43.61,-122.12,NSMN
Salt_River_Summit,SNOTEL,42.51,-110.91,NSMN
Sandstone_RS,SNOTEL,41.11,-107.17,NSMN
Santa_Fe,SNOTEL,35.77,-105.78,NSMN
Santaquin_Meadows,SNOTEL,39.92,-111.72,NSMN
Sasse_Ridge,SNOTEL,47.38,-121.06,NSMN
Savage_Pass,SNOTEL,46.47,-114.63,NSMN
Sawtooth,SNOTEL,40.14,-105.59,NSMN
Schneider_Meadows,SNOTEL,45,-117.17,NSMN
Schofield_Pass,SNOTEL,39.02,-107.05,NSMN
Seeley_Creek,SNOTEL,39.31,-111.43,NSMN
Senorita_Divide_#2,SNOTEL,36,-106.83,NSMN
Sentinel_Butte,SNOTEL,48.86,-118.4,NSMN
Seventysix_Creek,SNOTEL,41.74,-115.47,NSMN
Shanghi_Summit,SNOTEL,46.57,-115.74,NSMN
Sharkstooth,SNOTEL,37.5,-108.11,NSMN
Sheep_Mtn.,SNOTEL,43.21,-111.69,NSMN
Sherwin,SNOTEL,46.95,-116.34,NSMN
Shuree,SNOTEL,36.79,-105.24,NSMN
Sierra_Blanca,SNOTEL,33.4,-105.79,NSMN
Silver_Creek,SNOTEL,42.96,-121.18,NSMN
Silver_Creek_Nv,SNOTEL,39.23,-114.24,NSMN
Silvies,SNOTEL,42.75,-118.69,NSMN
Sleeping_Woman,SNOTEL,47.18,-114.33,NSMN
Slumgullion,SNOTEL,37.99,-107.2,NSMN
Smiley_Mountain,SNOTEL,43.73,-113.83,NSMN
Smith__Morehouse,SNOTEL,40.79,-111.09,NSMN
Snake_River_Station,SNOTEL,44.13,-110.67,NSMN
Snow_Mountain,SNOTEL,43.95,-119.54,NSMN
Snowbird,SNOTEL,40.56,-111.66,NSMN
Snowstorm_Mtn,SNOTEL,41.34,-116.98,NSMN
Soldier_Park,SNOTEL,44.35,-107.01,NSMN
Somsen_Ranch,SNOTEL,42.95,-111.36,NSMN
Sonora_Pass,SNOTEL,38.31,-119.6,NSMN
Sourdough_Gulch,SNOTEL,46.24,-117.39,NSMN
South_Brush_Creek,SNOTEL,41.33,-106.5,NSMN
South_Mtn.,SNOTEL,42.76,-116.9,NSMN
Spirit_Lk,SNOTEL,40.84,-110.01,NSMN
Spratt_Creek,SNOTEL,38.67,-119.82,NSMN
Spur_Park,SNOTEL,46.78,-110.62,NSMN
Squaw_Springs,SNOTEL,38.5,-112.01,NSMN
Squaw_Valley_G.C.,SNOTEL,39.19,-120.27,NSMN
Stag_Mountain,SNOTEL,41.41,-115.45,NSMN
State_Line,SNOTEL,41.99,-120.72,NSMN
Steel_Creek_Park,SNOTEL,40.91,-110.5,NSMN
Stickney_Mill,SNOTEL,43.86,-114.21,NSMN
Strawberry_Divide,SNOTEL,40.16,-111.21,NSMN
Sucker_Creek,SNOTEL,44.72,-107.4,NSMN
Summit_Creek,SNOTEL,60.62,-149.53,NSMN
Summit_Lk,SNOTEL,41.49,-119,NSMN
Summit_Meadow,SNOTEL,38.4,-119.54,NSMN
Summit_Ranch,SNOTEL,39.72,-106.16,NSMN
Sunflower_Flat,SNOTEL,38.05,-111.34,NSMN
Sunset,SNOTEL,47.56,-115.82,NSMN
Susitna_Valley_High,SNOTEL,62.13,-150.04,NSMN
Suu_Ranch,SNOTEL,37.6,-112.93,NSMN
Swede_Peak,SNOTEL,43.63,-113.97,NSMN
Tahoe_City_Cross,SNOTEL,39.17,-120.15,NSMN
Takka_Wiiya,SNOTEL,39.74,-113.98,NSMN
Taos_Powderhorn,SNOTEL,36.58,-105.46,NSMN
Taylor_Butte,SNOTEL,42.69,-121.43,NSMN
Taylor_Canyon,SNOTEL,41.23,-116.03,NSMN
Temple_Fork,SNOTEL,41.79,-111.55,NSMN
Tent_Mtn_Lower,SNOTEL,40.98,-115.17,NSMN
Thaynes_Canyon,SNOTEL,40.62,-111.53,NSMN
Thistle_Flat,SNOTEL,39.24,-111.52,NSMN
Thumb_Divide,SNOTEL,44.37,-110.58,NSMN
Timberline,SNOTEL,39.68,-110.43,NSMN
Timpanogos_Divide,SNOTEL,40.43,-111.62,NSMN
Tipton,SNOTEL,44.66,-118.43,NSMN
Toe_Jam,SNOTEL,41.32,-116.34,NSMN
Togwotee_Pass,SNOTEL,43.75,-110.06,NSMN
Tokositna_Valley,SNOTEL,62.63,-150.78,NSMN
Tony_Grove_Lake,SNOTEL,41.9,-111.63,NSMN
Tony_Grove_RS,SNOTEL,41.89,-111.57,NSMN
Touchet,SNOTEL,46.12,-117.85,NSMN
Townsend_Creek,SNOTEL,42.7,-108.9,NSMN
Tres_Ritos,SNOTEL,36.13,-105.53,NSMN
Trial_Lake,SNOTEL,40.68,-110.95,NSMN
Triple_Peak,SNOTEL,42.76,-110.59,NSMN
Trough,SNOTEL,47.23,-120.29,NSMN
Trout_Creek,SNOTEL,40.74,-109.67,NSMN
Truckee_#2,SNOTEL,39.3,-120.18,NSMN
Twelvemile_Creek,SNOTEL,46.14,-114.45,NSMN
Twin_Lakes,SNOTEL,46.14,-114.51,NSMN
Upper_Joes_Valley,SNOTEL,39.42,-111.25,NSMN
Upper_Nome_Creek,SNOTEL,65.37,-146.59,NSMN
Upper_Rio_Grande,SNOTEL,37.72,-107.26,NSMN
Upper_San_Juan,SNOTEL,37.49,-106.84,NSMN
Upper_Taylor,SNOTEL,38.99,-106.75,NSMN
Upper_Tsaina_River,SNOTEL,61.19,-145.65,NSMN
Usu_Doc_Daniel,SNOTEL,41.86,-111.51,NSMN
Vacarro_Springs,SNOTEL,39.45,-115.98,NSMN
Vacas_Locas,SNOTEL,36.03,-106.81,NSMN
Van_Wyck,SNOTEL,44.38,-116.34,NSMN
Vernon_Creek,SNOTEL,39.94,-112.41,NSMN
Virginia_Lakes_Ridge,SNOTEL,38.07,-119.23,NSMN
Ward_Creek_#3,SNOTEL,39.14,-120.22,NSMN
Ward_Mountain,SNOTEL,39.13,-114.96,NSMN
Waterhole,SNOTEL,47.94,-123.43,NSMN
Webster_Flat,SNOTEL,37.58,-112.9,NSMN
Wesner_Springs,SNOTEL,35.78,-105.54,NSMN
West_Yellowstone,SNOTEL,44.66,-111.09,NSMN
Wheeler_Peak,SNOTEL,39.01,-114.31,NSMN
Whiskey_Ck,SNOTEL,37.21,-105.12,NSMN
White_Horse_Lake,SNOTEL,35.14,-112.15,NSMN
White_Mill,SNOTEL,45.05,-109.91,NSMN
White_River_#1,SNOTEL,39.96,-110.99,NSMN
White_River_Nv,SNOTEL,38.95,-115.38,NSMN
Widtsoe_#3,SNOTEL,37.84,-111.88,NSMN
Wild_Basin,SNOTEL,40.2,-105.6,NSMN
Wildhorse_Divide,SNOTEL,42.76,-112.48,NSMN
Wilson_Creek,SNOTEL,42.01,-115,NSMN
Windy_Peak,SNOTEL,42.28,-105.58,NSMN
Wolf_Creek_Summit,SNOTEL,37.48,-106.8,NSMN
Wrigley_Creek,SNOTEL,39.13,-111.36,NSMN
Yankee_Reservoir,SNOTEL,37.75,-112.77,NSMN
Zirkel,SNOTEL,40.79,-106.6,NSMN
ANTELOPE_RANGE,South Dakota Mesonet,45.52,-103.29,NSMN
BALTIC,South Dakota Mesonet,43.73,-96.68,NSMN
BERESFORD,South Dakota Mesonet,43.05,-96.9,NSMN
BISON,South Dakota Mesonet,45.53,-102.47,NSMN
BRITTON,South Dakota Mesonet,45.68,-97.75,NSMN
BROOKINGS,South Dakota Mesonet,44.33,-96.77,NSMN
COLTON,South Dakota Mesonet,43.77,-96.89,NSMN
COTTONWOOD,South Dakota Mesonet,43.96,-101.85,NSMN
FLANDREAU,South Dakota Mesonet,44.09,-96.58,NSMN
GETTYSBURG,South Dakota Mesonet,44.99,-99.95,NSMN
GROTON,South Dakota Mesonet,45.57,-98.03,NSMN
HAMILL,South Dakota Mesonet,43.59,-99.71,NSMN
LEMMON,South Dakota Mesonet,45.92,-102.11,NSMN
MAHTO,South Dakota Mesonet,45.74,-100.66,NSMN
NISLAND,South Dakota Mesonet,44.68,-103.56,NSMN
OAK_LAKE,South Dakota Mesonet,44.51,-96.53,NSMN
ORAL,South Dakota Mesonet,43.38,-103.28,NSMN
PARKSTON,South Dakota Mesonet,43.38,-97.99,NSMN
PIERRE,South Dakota Mesonet,44.29,-100.01,NSMN
REDFIELD,South Dakota Mesonet,44.86,-98.53,NSMN
